"Public_Document_Keyword_ID"	"Public_Document_ID"	"Keyword_ID"	"Keyword_Weight"	"Keyword_Category_ID"
576	1312	631	100	0
577	88	195	100	0
578	1313	632	70	0
579	1313	633	80	0
580	1313	629	90	0
581	1314	634	100	0
583	1314	599	80	0
584	1314	635	70	0
585	1314	636	90	0
586	1314	331	90	0
587	1308	637	100	0
588	1306	133	100	0
589	1307	638	100	0
591	1307	640	100	0
592	1304	641	50	0
593	1305	642	100	0
594	1299	127	100	0
595	1299	643	70	0
596	1299	626	50	0
597	1299	644	100	0
598	1300	645	100	0
599	1301	559	100	0
600	1301	646	100	0
601	1301	540	100	0
602	1302	647	90	0
603	1302	625	90	0
605	1302	648	100	0
606	1302	649	99	0
607	1296	650	100	0
608	1293	651	100	0
609	1294	652	100	0
610	1295	653	100	0
611	1295	654	100	0
612	1295	253	100	0
613	1295	646	100	0
614	1295	534	100	0
615	1291	655	100	0
616	1291	656	100	0
617	1291	440	90	0
618	1291	340	100	0
619	1303	657	100	0
620	1303	658	100	0
621	1303	659	100	0
622	1303	660	100	0
623	1303	661	100	0
624	1252	251	100	0
625	88	207	70	0
626	1252	205	70	0
627	1252	470	70	0
628	88	201	40	0
629	1252	352	50	0
630	88	352	40	0
631	1252	662	100	0
633	1252	250	90	0
634	18	1	100	0
635	1252	663	100	0
638	1252	665	100	0
640	1252	666	100	0
642	1252	247	50	0
644	1252	667	60	0
645	1252	111	60	0
646	1252	668	100	0
647	1252	669	100	0
648	90	352	40	0
649	90	201	40	0
651	90	195	80	0
652	1283	670	95	0
653	84	367	100	0
655	84	471	100	0
656	84	470	100	0
657	84	472	50	0
659	37	672	100	0
660	37	673	71	0
661	73	12	100	0
662	73	9	100	0
663	73	168	70	0
664	73	616	70	0
665	73	674	80	0
666	68	110	100	0
667	63	241	70	0
668	63	675	80	0
669	63	37	60	0
670	63	259	60	0
671	63	676	60	0
672	63	165	50	0
673	63	128	50	0
674	63	639	40	0
677	1119	677	80	0
678	1119	55	80	0
679	1327	562	100	0
680	1327	678	99	0
681	1327	571	99	0
682	1253	679	90	0
684	1253	680	40	0
685	1253	681	100	0
686	1253	682	100	0
687	1253	683	100	0
688	2580	681	100	0
689	2580	682	100	0
690	2580	684	99	0
691	1253	684	99	0
692	1255	110	100	0
693	1255	685	100	0
694	1255	686	70	0
695	1255	687	60	0
696	1255	688	80	0
697	1255	689	90	0
698	1255	690	90	0
699	1255	691	100	0
700	1255	692	100	0
701	1251	693	100	0
702	1251	694	90	0
703	1251	305	100	0
704	1251	695	100	0
705	1251	471	99	0
706	1251	696	100	0
707	1251	697	60	0
708	1251	698	100	0
709	1251	250	70	0
710	1251	86	70	0
711	1250	493	99	0
712	1250	699	80	0
713	1250	700	90	0
714	1250	701	100	0
715	1250	702	100	0
716	1250	55	60	0
717	1250	703	95	0
718	1250	704	99	0
719	1250	705	100	0
720	1250	706	100	0
721	1250	707	100	0
722	1250	708	100	0
723	1250	312	99	0
724	1250	111	90	0
725	1250	666	80	0
726	1250	709	99	0
727	1269	352	100	0
728	1269	710	99	0
729	1269	711	100	0
730	1269	712	50	0
731	1269	713	80	0
732	1269	714	80	0
734	1270	715	100	0
735	1270	533	80	0
736	1270	352	99	0
737	1270	716	90	0
738	1267	717	100	0
739	1267	518	100	0
740	1267	440	99	0
741	1267	629	90	0
742	1267	718	100	0
743	1267	719	100	0
744	1268	720	100	0
745	1268	368	100	0
746	1268	721	90	0
747	1268	722	60	0
748	1268	723	100	0
749	1268	724	99	0
750	1268	725	90	0
751	1268	726	100	0
752	1268	727	100	0
753	2581	369	40	0
754	2581	368	40	0
755	2581	728	100	0
756	1266	440	100	0
757	1265	729	100	0
758	1265	352	80	0
759	1265	730	100	0
760	1265	213	99	0
761	1265	731	100	0
762	1265	418	99	0
763	1265	732	100	0
764	1265	733	99	0
765	1265	734	100	0
766	1265	735	100	0
767	1265	736	99	0
768	1265	737	100	0
769	1265	214	80	0
770	1264	738	100	0
771	1264	213	100	0
772	1264	418	100	0
773	1264	739	70	0
774	1264	740	99	0
775	1264	352	90	0
776	1264	741	99	0
777	1264	742	100	0
778	1264	743	100	0
779	1262	744	100	0
780	1263	352	99	0
781	1263	378	60	0
782	1263	745	100	0
783	1263	244	70	0
784	1263	746	70	0
785	1263	747	100	0
786	1263	748	70	0
787	1263	749	70	0
788	1263	750	100	0
789	1260	436	100	0
790	1260	751	100	0
791	1260	314	70	0
792	1261	571	100	0
793	1261	752	100	0
794	1261	753	100	0
795	1261	754	100	0
796	1261	755	100	0
797	1261	756	90	0
798	1261	757	70	0
799	1261	758	100	0
800	1261	759	100	0
801	1261	760	100	0
802	1261	761	99	0
803	1261	762	80	0
804	1261	763	80	0
805	1259	764	100	0
806	1258	765	100	0
807	1258	766	100	0
808	1258	767	100	0
809	1258	768	90	0
810	1256	769	100	0
811	1256	770	90	0
812	1256	771	100	0
813	1256	772	100	0
814	1256	773	70	0
815	1256	774	100	0
816	1256	440	100	0
817	1256	719	100	0
818	1257	775	100	0
819	869	505	99	0
820	869	111	99	0
821	869	214	80	0
822	869	776	99	0
823	869	112	90	0
824	869	777	90	0
825	869	778	80	0
826	869	779	50	0
827	869	780	70	0
828	869	781	70	0
829	2553	276	80	0
830	2553	782	70	0
831	2553	783	70	0
832	2553	784	70	0
833	2553	735	99	0
834	2553	785	80	0
835	2553	786	80	0
836	2521	260	99	0
837	2521	258	80	0
838	2521	787	80	0
839	2521	788	90	0
840	2521	789	90	0
841	2521	790	99	0
842	867	773	80	0
843	867	791	90	0
844	867	792	90	0
845	867	793	100	0
846	867	794	100	0
847	867	436	99	0
848	867	795	90	0
849	867	796	100	0
850	867	368	50	0
851	867	797	100	0
852	294	798	100	0
853	294	214	60	0
854	294	799	90	0
855	294	800	80	0
856	294	801	80	0
857	902	253	80	0
858	903	559	80	0
859	904	253	90	0
860	904	802	90	0
861	904	803	100	0
862	905	804	90	0
863	905	805	99	0
864	905	806	99	0
865	905	807	100	0
866	906	808	99	0
867	906	387	100	0
868	906	809	80	0
869	859	471	90	0
870	859	810	100	0
871	859	811	100	0
872	859	812	50	0
873	859	813	90	0
874	860	208	80	0
875	860	511	100	0
876	860	503	99	0
877	858	616	80	0
878	858	615	99	0
879	858	814	80	0
880	858	815	80	0
881	858	816	80	0
882	858	817	90	0
883	857	310	70	0
884	857	815	90	0
885	857	814	90	0
886	857	616	80	0
887	857	791	60	0
888	857	817	99	0
889	856	818	99	0
890	856	819	90	0
891	856	820	90	0
892	856	791	80	0
893	861	821	99	0
894	861	368	99	0
895	907	822	80	0
896	907	823	80	0
897	907	824	90	0
898	907	825	100	0
899	907	826	99	0
900	907	827	80	0
902	866	253	50	0
903	866	828	90	0
904	866	829	88	0
905	866	830	90	0
906	866	831	90	0
907	863	832	90	0
908	863	682	90	0
909	863	791	70	0
910	1298	833	100	0
911	1298	115	100	0
912	864	834	100	0
913	864	835	90	0
914	864	836	100	0
915	864	837	80	0
916	864	838	70	0
917	864	228	100	0
918	864	839	100	0
919	865	495	100	0
920	865	840	100	0
921	865	497	90	0
922	865	496	90	0
923	865	841	100	0
924	865	499	90	0
925	865	517	80	0
926	855	842	100	0
927	855	843	60	0
928	855	844	100	0
929	855	845	100	0
930	855	846	70	0
931	855	847	90	0
932	855	848	80	0
933	2574	153	100	0
934	2574	426	90	0
935	908	253	100	0
936	908	849	80	0
937	908	850	100	0
938	908	851	80	0
939	908	462	70	0
940	854	852	100	0
941	854	853	100	0
942	854	775	90	0
943	854	371	90	0
944	854	854	99	0
945	854	855	99	0
946	854	856	99	0
947	854	857	99	0
948	854	699	80	0
949	854	686	80	0
950	854	360	70	0
951	854	858	100	0
952	854	859	100	0
953	847	860	70	0
954	847	861	70	0
955	847	862	100	0
956	847	863	90	0
957	847	864	60	0
958	847	865	80	0
959	847	866	99	0
960	847	867	60	0
961	848	594	100	0
962	848	868	90	0
963	848	869	80	0
964	848	531	80	0
965	848	582	60	0
966	848	870	99	0
967	848	871	99	0
968	848	595	99	0
969	848	872	80	0
970	849	873	100	0
971	849	874	90	0
972	849	875	90	0
973	849	876	70	0
974	849	877	40	0
975	849	878	40	0
976	849	314	40	0
977	849	791	50	0
978	849	879	80	0
979	849	880	70	0
980	849	62	100	0
981	849	881	70	0
982	849	882	100	0
983	849	883	70	0
984	849	884	100	0
985	849	885	100	0
986	849	233	100	0
987	849	421	70	0
988	849	886	100	0
989	849	370	100	0
990	849	887	100	0
991	849	888	100	0
992	849	378	99	0
993	849	889	100	0
994	849	890	100	0
995	849	891	100	0
996	849	892	100	0
997	849	893	100	0
998	853	894	100	0
999	853	895	100	0
1000	853	896	80	0
1001	853	897	100	0
1002	853	898	70	0
1003	853	899	70	0
1004	853	900	90	0
1005	853	901	90	0
1006	850	643	100	0
1007	850	902	100	0
1008	850	507	100	0
1009	850	903	100	0
1010	850	904	70	0
1011	850	905	99	0
1012	850	906	100	0
1013	850	907	100	0
1015	2582	902	100	0
1016	2582	909	60	0
1017	2582	910	60	0
1018	2582	911	60	0
1019	2582	912	60	0
1020	2582	913	100	0
1021	846	914	100	0
1022	879	127	100	0
1023	879	915	100	0
1024	879	916	100	0
1025	879	626	50	0
1026	879	917	100	0
1027	879	918	100	0
1028	879	919	100	0
1029	879	920	100	0
1030	1297	912	40	0
1031	1327	921	99	0
1032	1326	921	99	0
1033	1326	98	99	0
1034	1326	922	99	0
1035	1327	98	99	0
1036	1327	922	99	0
1037	851	923	100	0
1038	851	924	90	0
1039	851	925	100	0
1040	851	926	70	0
1041	851	927	99	0
1042	851	928	80	0
1043	851	275	80	0
1044	852	591	100	0
1045	852	929	100	0
1046	852	925	60	0
1047	852	930	60	0
1048	852	87	100	0
1049	852	586	70	0
1050	852	368	30	0
1051	852	931	100	0
1052	852	589	90	0
1053	852	932	80	0
1054	852	933	90	0
1055	852	934	100	0
1056	852	935	100	0
1057	852	936	80	0
1058	852	378	80	0
1059	2578	937	100	0
1060	2577	938	80	0
1061	2577	939	90	0
1062	18	940	99	0
1063	18	941	100	0
1064	18	942	80	0
1065	90	682	99	0
1066	90	684	80	0
1067	90	943	80	0
1068	96	944	99	0
1069	96	749	80	0
1070	96	945	40	0
1071	106	946	40	0
1072	106	947	99	0
1073	106	948	50	0
1074	106	949	50	0
1075	106	950	50	0
1076	106	542	80	0
1077	845	951	0	0
1078	890	952	70	0
1079	890	953	60	0
1080	890	694	80	0
1081	890	695	100	0
1082	890	305	99	0
1083	890	954	80	0
1084	890	955	80	0
1085	890	956	60	0
1086	890	957	80	0
1087	890	933	50	0
1088	890	689	70	0
1089	890	958	90	0
1090	890	959	70	0
1091	909	559	99	0
1092	909	809	100	0
1093	909	960	70	0
1094	910	961	100	0
1095	910	962	80	0
1096	910	253	70	0
1097	102	686	80	0
1098	910	963	50	0
1099	910	964	50	0
1100	910	965	40	0
1101	911	966	10	0
1103	912	953	20	0
1104	912	967	30	0
1105	912	253	60	0
1107	912	968	100	0
1108	912	969	90	0
1109	912	961	50	0
1110	912	970	100	0
1111	912	486	40	0
1112	24	739	80	0
1113	913	253	40	0
1114	24	971	80	0
1115	24	694	100	0
1116	862	972	10	0
1117	24	367	100	0
1118	26	722	40	0
1119	26	270	40	0
1120	889	952	60	0
1121	889	973	60	0
1122	889	472	60	0
1123	889	974	60	0
1124	889	251	90	0
1125	889	975	60	0
1126	889	475	70	0
1127	45	816	80	0
1128	889	976	40	0
1129	45	310	100	0
1130	889	977	60	0
1131	889	665	99	0
1132	889	666	99	0
1133	889	411	60	0
1134	889	667	50	0
1136	889	474	60	0
1137	889	979	50	0
1139	889	981	50	0
1140	889	663	99	0
1141	889	352	30	0
1143	889	983	60	0
1144	889	984	70	0
1145	889	985	60	0
1146	889	986	80	0
1147	889	250	90	0
1148	61	421	70	0
1151	888	352	60	0
1152	888	973	30	0
1153	888	987	50	0
1154	887	110	99	0
1156	887	989	99	0
1157	887	685	99	0
1159	887	849	50	0
1161	887	686	50	0
1163	887	990	50	0
1167	886	952	70	0
1168	886	953	70	0
1169	886	694	90	0
1171	886	849	40	0
1172	886	479	50	0
1174	886	581	60	0
1176	886	203	80	0
1177	886	204	90	0
1178	886	996	50	0
1179	92	209	80	0
1180	92	997	90	0
1181	92	31	90	0
1182	92	310	80	0
1183	92	1	90	0
1187	884	431	99	0
1188	884	932	60	0
1189	884	466	79	0
1190	884	953	40	0
1191	884	998	50	0
1192	884	999	40	0
1193	884	1000	99	0
1194	884	1001	30	0
1195	884	754	40	0
1196	884	571	50	0
1197	884	1002	60	0
1198	884	1003	80	0
1199	100	675	100	0
1200	100	241	100	0
1201	884	1004	80	0
1202	46	194	100	0
1203	884	1005	80	0
1204	46	306	100	0
1205	884	133	40	0
1206	46	816	100	0
1207	883	1006	60	0
1208	46	310	100	0
1209	883	1007	60	0
1210	46	815	90	0
1211	883	1008	50	0
1212	883	599	70	0
1213	883	601	99	0
1214	883	713	80	0
1215	46	829	80	0
1216	883	1009	70	0
1217	883	1010	70	0
1218	46	713	80	0
1219	883	1011	80	0
1220	883	598	80	0
1221	883	1012	99	0
1222	883	1013	50	0
1223	883	1014	99	0
1224	883	1015	50	0
1225	883	1016	40	0
1226	883	1017	40	0
1228	883	1018	50	0
1229	58	880	80	0
1232	882	82	70	0
1233	882	880	40	0
1234	14	369	100	0
1235	882	231	40	0
1236	882	1019	50	0
1237	14	773	100	0
1238	882	1020	60	0
1239	14	1021	80	0
1240	881	1022	100	0
1241	881	670	50	0
1242	881	464	70	0
1243	881	462	50	0
1244	881	1023	90	0
1245	881	1024	30	0
1246	881	1025	100	0
1247	881	1026	60	0
1248	881	1027	60	0
1249	99	270	70	0
1250	881	778	60	0
1251	99	988	70	0
1252	99	371	70	0
1253	881	933	50	0
1254	881	460	80	0
1255	99	638	70	0
1256	881	884	50	0
1257	881	1028	30	0
1258	117	214	100	0
1259	880	670	70	0
1260	117	18	100	0
1261	880	464	70	0
1262	880	1023	70	0
1263	880	1029	90	0
1264	880	1030	40	0
1265	880	462	100	0
1266	880	778	90	0
1267	880	1031	90	0
1268	880	1032	100	0
1269	880	518	50	0
1270	880	1033	40	0
1271	880	1034	50	0
1272	55	310	70	0
1273	55	352	70	0
1274	55	1035	100	0
1275	55	1036	100	0
1276	55	476	80	0
1277	55	1037	80	0
1278	55	1038	80	0
1279	55	1039	60	0
1280	75	577	80	0
1281	75	1040	100	0
1282	75	570	80	0
1283	104	1041	100	0
1284	104	172	100	0
1285	44	816	100	0
1286	44	306	100	0
1287	44	310	100	0
1289	40	673	40	0
1290	40	49	100	0
1291	111	1042	100	0
1292	121	1043	100	0
1293	121	880	100	0
1294	119	395	20	0
1295	71	513	100	0
1296	71	1044	70	0
1297	71	633	100	0
1298	71	932	100	0
1299	71	1045	100	0
1300	878	531	60	0
1301	878	1046	60	0
1302	878	973	30	0
1303	878	775	80	0
1304	878	371	80	0
1305	42	204	100	0
1306	878	597	80	0
1307	878	1047	50	0
1308	42	1048	100	0
1309	42	1049	100	0
1310	878	1050	90	0
1311	878	1051	99	0
1312	87	1052	100	0
1313	878	1053	40	0
1314	878	639	70	0
1315	87	1054	80	0
1316	878	1055	70	0
1317	878	1056	50	0
1318	87	1057	100	0
1319	877	608	99	0
1320	877	1058	80	0
1321	87	1059	100	0
1322	877	1060	50	0
1323	877	607	100	0
1324	87	1061	100	0
1325	877	1062	100	0
1326	87	1063	100	0
1327	877	1064	20	0
1328	87	1065	100	0
1329	876	1066	80	0
1330	87	535	100	0
1331	876	762	90	0
1332	876	1067	60	0
1333	876	1068	50	0
1334	876	1069	40	0
1335	876	921	30	0
1336	876	95	60	0
1337	876	1070	60	0
1338	876	1071	70	0
1339	876	1072	80	0
1340	876	1073	99	0
1341	876	1074	70	0
1342	876	1075	70	0
1343	876	33	30	0
1344	876	1076	50	0
1345	876	18	30	0
1346	876	1077	60	0
1347	875	973	100	0
1348	875	1078	100	0
1349	875	1079	100	0
1350	875	758	99	0
1351	875	1080	70	0
1352	875	753	70	0
1353	875	754	60	0
1354	875	1081	50	0
1355	875	1082	80	0
1356	875	1083	99	0
1357	875	921	99	0
1358	875	752	90	0
1359	875	1068	90	0
1360	875	1084	90	0
1361	875	902	40	0
1362	875	120	99	0
1363	875	297	30	0
1364	875	1085	60	0
1365	875	1086	100	0
1366	875	1087	90	0
1367	875	1088	99	0
1368	875	1089	90	0
1369	875	1090	80	0
1370	875	1091	90	0
1371	875	1092	40	0
1372	875	1093	70	0
1373	875	133	99	0
1374	875	283	100	0
1375	875	1094	100	0
1376	874	992	80	0
1377	874	714	50	0
1378	874	1095	70	0
1379	874	1096	60	0
1380	874	1097	50	0
1381	874	1098	50	0
1382	874	1099	60	0
1383	873	1100	50	0
1384	872	802	100	0
1385	872	1101	90	0
1386	872	1102	20	0
1387	868	1103	10	0
1388	871	1104	20	0
1389	870	973	1	0
1390	900	1105	70	0
1391	900	713	40	0
1392	900	1106	80	0
1393	900	1107	80	0
1394	900	1108	60	0
1395	900	1109	40	0
1396	900	1110	40	0
1397	900	1111	30	0
1398	900	1112	40	0
1399	900	1113	60	0
1400	899	1114	80	0
1401	898	1115	60	0
1402	898	635	90	0
1403	898	1116	99	0
1404	898	912	99	0
1405	62	172	100	0
