"Public_Document_Keyword_ID"	"Public_Document_ID"	"Keyword_ID"	"Keyword_Weight"	"Keyword_Category_ID"
3176	1338	1889	88	0
3177	1338	790	77	0
3178	1338	1890	99	0
3179	1338	1891	88	0
3180	1338	258	88	0
3181	1339	591	55	0
3182	1339	1892	77	0
3183	1339	87	88	0
3184	1340	1893	22	0
3185	1401	253	66	0
3186	1401	1894	55	0
3187	1402	253	66	0
3188	1402	1006	66	0
3189	1402	1895	66	0
3190	1341	1896	55	0
3191	1342	214	100	0
3192	1343	1368	99	0
3193	1343	1897	55	0
3194	1343	263	55	0
3195	1344	1898	99	0
3196	1344	1009	22	0
3197	1345	1899	88	0
3198	1346	1900	66	0
3199	1346	1901	99	0
3200	1347	1901	99	0
3201	1348	1902	66	0
3202	1349	1903	55	0
3203	1349	690	22	0
3204	1350	205	55	0
3205	1350	203	88	0
3206	1350	204	90	0
3207	1350	1478	77	0
3208	1350	694	77	0
3209	1350	368	44	0
3210	1351	231	66	0
3211	1351	82	55	0
3212	1352	818	55	0
3213	1353	110	88	0
3214	1353	685	88	0
3215	1354	495	55	0
3216	1354	497	55	0
3217	1354	496	55	0
3218	1354	500	55	0
3219	1355	471	77	0
3220	1355	1751	55	0
3221	1356	666	99	0
3222	1356	86	99	0
3223	1356	663	55	0
3224	1356	669	77	0
3225	1357	626	88	0
3226	1357	1904	55	0
3227	1357	516	33	0
3228	1359	1866	2	0
3229	1360	1866	2	0
3230	1361	352	88	0
3231	1361	783	66	0
3232	1362	213	77	0
3233	1363	1905	22	0
3234	1364	1906	99	0
3235	1364	310	77	0
3236	1365	846	66	0
3237	1365	1907	55	0
3238	1365	844	99	0
3239	1365	848	66	0
3240	1366	847	99	0
3241	1366	846	88	0
3242	1367	210	88	0
3243	1367	209	88	0
3244	1367	1908	99	0
3245	1367	1909	88	0
3246	1367	1910	77	0
3247	1367	1911	77	0
3248	1368	1912	99	0
3249	1368	1913	77	0
3250	1368	1139	77	0
3251	1369	734	55	0
3252	1369	1914	88	0
3253	1369	1915	88	0
3254	1369	1009	33	0
3255	1369	679	88	0
3256	1369	310	66	0
3257	1371	1916	100	0
3258	1372	1917	100	0
3259	1373	1918	100	0
3260	1374	1919	100	0
3261	1375	1920	77	0
3262	1376	1921	100	0
3263	1377	1921	100	0
3264	1378	1123	66	0
3265	1379	1922	100	0
3266	1380	1923	66	0
3267	1382	1924	100	0
3268	1383	1925	66	0
3269	1384	1926	77	0
3270	1337	1927	66	0
3271	2689	527	99	0
3272	2689	1928	55	0
3273	2689	378	33	0
3274	2690	36	100	0
3276	2690	1929	55	0
3277	2690	948	55	0
3278	2690	368	33	0
3279	2691	173	100	0
3280	2691	1478	100	0
3281	2691	1930	66	0
3282	2691	174	88	0
3283	2692	493	44	0
3284	2692	1363	33	0
3285	2692	1375	99	0
3286	2693	666	88	0
3287	2693	493	55	0
3288	2694	1285	55	0
3289	2694	493	55	0
3290	2694	1363	44	0
3291	2694	827	44	0
3292	2694	1931	33	0
3293	2694	1932	55	0
3297	2696	1009	44	0
3298	2696	1935	77	0
3299	2697	503	99	0
3300	2697	1936	55	0
3301	2697	1937	44	0
3302	2697	310	66	0
3303	2697	505	55	0
3304	2697	1445	77	0
3305	2697	1938	55	0
3306	2698	737	88	0
3307	2698	736	88	0
3308	2698	503	99	0
3309	2698	1939	77	0
3310	2698	505	66	0
3311	2699	518	99	0
3312	2699	1940	44	0
3313	2699	629	99	0
3314	2700	629	99	0
3315	2700	1026	88	0
3316	2700	1115	88	0
3317	2700	231	88	0
3318	2700	518	99	0
3319	2701	5	66	0
3320	2701	1941	55	0
3322	2701	533	77	0
3323	2701	1331	77	0
3324	2702	533	88	0
3325	2702	1462	88	0
3326	2702	1331	88	0
3327	2702	1943	88	0
3328	2702	1944	77	0
3329	2702	1945	99	0
3330	2702	1946	99	0
3331	2703	1947	88	0
3332	2703	1384	55	0
3333	2703	424	77	0
3334	2703	1948	77	0
3335	2703	1949	99	0
3336	2703	526	88	0
3337	2704	523	88	0
3338	2704	424	88	0
3339	2704	1950	99	0
3340	2704	1949	88	0
3341	2704	1016	88	0
3342	2704	1948	88	0
3343	2705	523	88	0
3344	2705	1949	88	0
3345	2705	424	55	0
3346	2705	1950	77	0
3347	2705	778	44	0
3348	2705	462	89	0
3349	2705	526	77	0
3350	2706	1384	88	0
3351	2706	1950	66	0
3352	2706	213	66	0
3353	2706	212	66	0
3354	2706	310	55	0
3355	2707	775	66	0
3356	2707	371	66	0
3357	2707	1951	77	0
3358	2707	1237	66	0
3359	2707	699	44	0
3360	2707	1952	55	0
3361	2707	1953	66	0
3362	2707	1954	66	0
3363	2708	51	99	0
3364	2708	1955	99	0
3365	2708	990	55	0
3366	2708	1251	88	0
3367	2708	1956	88	0
3368	2708	41	88	0
3369	2708	809	66	0
3373	2709	1957	100	0
3374	2709	1958	77	0
3376	2710	775	66	0
3377	2710	371	66	0
3378	2710	1959	99	0
3379	2710	1488	66	0
3380	2711	310	55	0
3381	2711	775	66	0
3382	2711	371	55	0
3383	2711	1960	55	0
3384	2711	1961	55	0
3385	2711	1962	55	0
3386	2711	1963	77	0
3387	2712	535	88	0
3388	2712	749	44	0
3389	2712	310	55	0
3390	2712	1964	77	0
3391	2712	1965	77	0
3392	2712	537	100	0
3393	2712	1966	88	0
3394	2712	214	33	0
3396	2713	1212	99	0
3397	2713	880	66	0
3398	2714	1967	99	0
3399	2714	1968	77	0
3400	2714	535	99	0
3401	2714	880	55	0
3402	2715	1969	100	0
3403	2715	535	99	0
3404	2715	1034	33	0
3405	2715	1970	99	0
3406	2715	973	77	0
3407	2716	1971	99	0
3408	2716	1972	55	0
3409	2716	1973	77	0
3410	2716	411	55	0
3411	2716	1974	100	0
3412	2716	1975	55	0
3414	2717	1976	100	0
3422	2719	1978	66	0
3423	2719	556	55	0
3424	2719	1011	22	0
3425	2720	1979	55	0
3426	2720	551	99	0
3427	2720	549	99	0
3428	2720	1980	66	0
3429	2720	1981	99	0
3430	2721	1557	44	0
3431	2721	352	66	0
3432	2721	314	55	0
3433	2721	1277	55	0
3434	2721	1278	66	0
3435	2721	1982	55	0
3437	2722	352	77	0
3438	2722	395	44	0
3439	2723	1302	100	0
3440	2723	352	33	0
3441	2724	1983	55	0
3442	2724	934	88	0
3443	2724	352	55	0
3444	2725	352	66	0
3445	2725	1984	88	0
3446	2725	1985	77	0
3447	634	677	55	0
3448	634	1986	99	0
3449	634	1264	66	0
3450	634	1987	55	0
3451	2726	542	100	0
3452	2726	967	55	0
3455	2728	643	100	0
3456	2728	507	100	0
3457	2728	902	99	0
3458	2728	1989	100	0
3459	2729	908	100	0
3460	2729	1989	100	0
3461	2729	1990	33	0
3462	2729	1991	77	0
3463	2729	1992	100	0
3464	2730	902	77	0
3465	2730	1993	66	0
3466	2730	1994	88	0
3468	2731	533	77	0
3469	2731	902	66	0
3470	2731	507	88	0
3471	2731	44	100	0
3472	2732	1995	88	0
3473	2732	1962	66	0
3474	2733	127	100	0
3475	2733	1995	100	0
3476	2733	626	88	0
3477	1297	1996	100	0
3478	2735	1996	100	0
3480	2735	1997	44	0
3481	2735	1998	44	0
3482	2735	1999	55	0
3483	2569	2000	100	0
3484	2569	2001	100	0
3485	2569	31	55	0
3486	2569	2002	33	0
3487	2573	1867	44	0
3488	2573	2003	44	0
3489	2573	368	55	0
3490	265	205	44	0
3491	265	305	88	0
3492	265	324	88	0
3493	265	309	99	0
3494	266	2004	66	0
3495	266	2005	55	0
3496	266	2006	77	0
3497	266	2007	88	0
3498	266	2008	66	0
3499	267	956	88	0
3500	267	955	66	0
3501	267	305	77	0
3502	267	696	88	0
3503	268	2009	88	0
3504	268	429	88	0
3505	246	2010	100	0
3506	247	1190	77	0
3507	247	1134	55	0
3508	247	2011	44	0
3509	247	1191	66	0
3510	247	1767	66	0
3511	248	2012	99	0
3512	248	2013	66	0
3513	248	368	55	0
3514	248	1997	33	0
3515	249	2014	88	0
3516	249	368	33	0
3517	249	2015	77	0
3518	250	1409	66	0
3519	250	2016	77	0
3520	250	352	55	0
3521	250	776	66	0
3522	250	2017	66	0
3523	251	2018	66	0
3524	251	389	33	0
3525	251	352	44	0
3526	251	1095	22	0
3527	251	739	44	0
3528	251	297	66	0
3529	252	699	22	0
3530	252	1285	22	0
3531	253	2009	44	0
3532	254	2019	55	0
3533	254	369	55	0
3534	254	2020	55	0
3535	2736	369	44	0
3536	2736	2020	44	0
3537	2736	2021	100	0
3538	2736	2022	33	0
3539	255	1090	66	0
3540	255	2023	33	0
3541	255	2024	33	0
3542	255	500	66	0
3543	256	2025	100	0
3544	256	2026	66	0
3545	257	2027	100	0
3546	257	2028	88	0
3547	257	2029	77	0
3548	258	2030	88	0
3549	258	2031	99	0
3550	258	2032	99	0
3551	258	214	66	0
3552	228	2033	100	0
3553	228	880	55	0
3554	229	1435	66	0
3555	229	352	33	0
3556	229	740	44	0
3557	230	214	55	0
3558	230	2034	99	0
3559	231	2035	88	0
3560	232	2034	100	0
3561	233	1373	66	0
3562	233	2036	99	0
3563	233	2037	99	0
3564	233	2038	33	0
3565	233	990	33	0
3566	233	418	44	0
3567	233	2016	55	0
3568	2734	516	100	0
3569	2734	426	100	0
3571	2737	97	99	0
3572	2737	2040	88	0
3573	2737	2041	77	0
3574	2737	921	99	0
3575	2737	565	88	0
3576	2737	2042	88	0
3577	2737	99	77	0
3578	2737	580	99	0
3579	2737	562	66	0
3580	2737	563	88	0
3582	2738	116	88	0
3584	2738	1995	44	0
3585	2738	563	99	0
3586	2738	921	88	0
3587	2738	562	99	0
3588	2738	97	99	0
3589	2738	580	99	0
3591	2739	922	99	0
3592	2739	844	33	0
3594	2739	98	99	0
3595	2739	2043	99	0
3596	2739	921	99	0
3597	2739	2044	77	0
3598	2739	2045	66	0
3599	2739	562	99	0
3600	2739	2046	99	0
3601	2740	571	100	0
3602	2740	2042	100	0
3603	2740	921	66	0
3604	2740	932	88	0
3605	2740	1577	44	0
3606	2740	910	44	0
3607	2741	632	88	0
3608	2741	562	100	0
3609	2741	2042	88	0
3610	2741	2047	66	0
3611	2741	580	66	0
3612	2741	2048	99	0
3613	2742	100	100	0
3614	2742	574	100	0
3615	2742	575	100	0
3616	2742	573	99	0
3617	2742	2049	99	0
3618	2742	921	99	0
3619	2743	562	100	0
3620	2743	99	100	0
3621	2743	2043	99	0
3622	2743	922	99	0
3623	2743	2050	100	0
3624	2743	915	88	0
3625	2744	559	100	0
3626	2744	534	77	0
3628	2745	599	100	0
3629	2745	2051	100	0
3630	2745	1006	100	0
3631	2745	2052	100	0
3633	2746	378	33	0
3634	2746	2053	44	0
3635	2746	421	33	0
3636	2747	595	99	0
3637	2747	2054	99	0
3638	2747	2055	100	0
3639	2747	870	77	0
3640	2748	616	88	0
3641	2748	814	99	0
3642	2748	815	88	0
3643	2748	2056	88	0
3644	2748	13	77	0
3645	2749	2057	99	0
3646	2749	616	99	0
3647	2749	817	100	0
3648	2749	2058	77	0
3649	2749	2059	100	0
3650	2749	2060	22	0
3651	2749	2061	33	0
3652	107	36	80	0
3653	2750	616	66	0
3654	2750	2062	55	0
3655	2750	620	88	0
3656	2750	2063	77	0
3657	2750	2064	99	0
3658	2750	1158	55	0
3659	2750	310	66	0
3660	2750	817	100	0
3661	2751	213	99	0
3662	2751	212	99	0
3663	2751	2065	99	0
3664	2751	2066	99	0
3665	2751	352	44	0
3666	2752	213	88	0
3667	2752	2067	55	0
3668	2752	1003	33	0
3669	2752	1394	33	0
3670	2752	2068	33	0
3671	2753	1450	77	0
3672	2753	213	100	0
3673	2753	2069	100	0
3674	2753	352	66	0
3675	2753	1451	99	0
3676	2754	213	88	0
3677	2754	1420	66	0
3678	2754	2070	77	0
3679	2754	1152	44	0
3680	2754	1389	44	0
3681	2754	2071	88	0
3682	2754	2072	55	0
3683	2754	2073	77	0
3684	2754	352	55	0
3685	2754	1436	44	0
3686	2754	1435	55	0
3687	2755	2071	99	0
3689	2755	1006	66	0
3690	2755	1435	55	0
3691	2755	352	44	0
3692	2756	310	55	0
3693	2756	634	77	0
3694	2756	679	66	0
3695	2756	1159	55	0
3696	2756	209	66	0
3697	2756	210	66	0
3700	2757	816	88	0
3701	2757	1277	55	0
3702	2757	1910	44	0
3703	2757	2075	22	0
3705	2758	1998	22	0
3706	2758	18	33	0
3707	2759	13	100	0
3709	2759	2077	99	0
3711	2760	1008	22	0
3712	2760	2079	99	0
3713	2761	2080	33	0
3714	2761	1134	33	0
3715	2761	1095	33	0
3716	2761	2081	66	0
3717	2761	2082	99	0
3718	2762	2083	88	0
3719	2762	2084	88	0
3720	2762	2085	88	0
3721	2762	2086	33	0
3722	2762	2087	88	0
3723	2762	2088	55	0
3724	2762	2089	88	0
3725	2763	2090	77	0
3726	2763	2091	77	0
3727	2763	2092	99	0
3728	2763	2093	55	0
3734	2765	1102	33	0
3735	2765	2096	55	0
3736	2765	2097	99	0
3737	2766	2098	77	0
3738	2766	2099	77	0
3739	2766	1097	55	0
3740	2766	1134	33	0
3741	2767	2100	44	0
3742	2767	2101	55	0
3743	2768	1501	100	0
3744	2768	1502	88	0
3745	2768	440	33	0
3746	2768	1333	22	0
3747	2768	244	22	0
3748	2768	204	33	0
3749	2769	213	55	0
3750	2769	2102	22	0
3751	2770	559	33	0
3752	2770	932	22	0
3753	2770	534	55	0
3754	2769	352	33	0
3755	2769	1435	44	0
3756	2771	1910	33	0
3757	2771	2103	99	0
3759	2772	2105	100	0
3760	2772	2106	55	0
3763	2773	2108	77	0
3764	2774	2109	100	0
3765	2774	2110	99	0
3766	2774	378	22	0
3767	2774	2111	33	0
3768	2775	973	44	0
3769	2775	2111	44	0
3770	2775	2109	44	0
3771	2775	2112	33	0
3772	2776	1185	100	0
3773	2776	2113	77	0
3774	2776	2114	33	0
3775	2776	1145	34	0
3776	2777	1145	22	0
3777	2777	2115	44	0
3778	2777	2116	22	0
3780	2778	2118	88	0
3784	2778	2121	55	0
3785	2778	2122	44	0
3786	2779	2123	33	0
3787	2779	2114	22	0
3788	2779	2124	100	0
3789	2779	2125	88	0
3790	2779	2126	88	0
3791	2780	2127	100	0
3792	2780	2128	100	0
3793	2780	2129	100	0
3794	2780	2130	44	0
3795	2780	1577	12	0
3796	2780	910	12	0
3797	2781	2131	100	0
3798	2781	2132	88	0
3799	2781	945	33	0
3800	2782	2133	66	0
3801	2782	1519	88	0
3802	2782	1633	55	0
3803	2782	1145	22	0
3804	2783	2134	77	0
3805	2783	1145	22	0
3806	2783	2135	33	0
3807	2783	2115	33	0
3809	2784	2137	66	0
3810	2784	2138	66	0
3811	2784	2139	77	0
3812	2784	2140	77	0
3813	2784	2141	77	0
3814	2784	2142	88	0
3815	2784	2143	44	0
3816	2784	356	77	0
3817	2784	1923	44	0
3818	2784	2144	88	0
3819	2784	2145	33	0
3820	2784	2146	44	0
3821	2784	18	11	0
3822	2784	2147	99	0
3823	2785	2148	99	0
3824	2785	2114	33	0
3825	2785	2149	55	0
3826	2786	352	44	0
3827	2786	1145	44	0
3828	2786	1093	33	0
3829	2786	633	33	0
3831	2787	1166	44	0
3832	2787	1156	33	0
3833	2787	1157	33	0
3834	2787	486	44	0
3835	2787	2150	44	0
3836	2787	482	33	0
3837	2787	748	22	0
3838	2787	749	22	0
3839	2788	495	54	0
3841	2788	2151	55	0
3842	2789	203	55	0
3843	2789	204	44	0
3844	2789	1145	44	0
3845	2789	2135	33	0
3847	2790	1145	22	0
3848	2790	1743	55	0
3849	2790	244	22	0
3850	2790	229	33	0
3851	2791	471	88	0
3852	2791	2152	66	0
3853	2791	1145	44	0
3854	2791	955	22	0
3855	2791	247	22	0
3856	2792	952	22	0
3857	2792	352	44	0
3858	2792	987	22	0
3859	2792	2153	44	0
3860	2793	837	99	0
3861	2793	352	22	0
3862	2794	634	56	0
3863	2794	2114	44	0
3864	2794	679	33	0
3865	2794	2154	33	0
3866	2794	2155	33	0
3867	2794	1008	22	0
3868	2795	1438	33	0
3869	2795	2156	33	0
3870	2795	2157	77	0
3871	2795	2158	44	0
3872	2795	2159	33	0
3873	2795	1767	22	0
3874	2796	2156	33	0
3875	2796	2160	33	0
3876	2796	387	33	0
3877	2796	2161	99	0
3878	2796	1433	44	0
3879	2796	1158	33	0
3880	2797	2162	99	0
3881	2797	2163	44	0
3882	2797	1438	33	0
3883	2797	2164	44	0
3884	2797	2165	33	0
3885	2797	2166	44	0
3886	2798	2156	22	0
3887	2798	2167	99	0
3888	2798	898	33	0
3889	2798	2168	99	0
3890	2798	2169	33	0
3891	2799	2156	22	0
3892	2799	2170	44	0
3893	2799	2171	100	0
3894	2799	2172	33	0
3895	2799	1258	22	0
3896	2799	777	22	0
3897	2799	2173	99	0
3898	2800	2174	88	0
3899	2800	846	44	0
3900	2800	1152	33	0
3901	2800	2175	88	0
3902	2800	2176	88	0
3903	2800	2038	22	0
3904	2800	2177	77	0
3905	2800	2178	88	0
3906	2801	2179	33	0
3907	2801	2180	77	0
3908	2801	2181	100	0
3909	2801	2182	99	0
3910	2802	2183	100	0
3911	2802	2184	88	0
3912	2802	2185	33	0
3913	2802	1024	33	0
3914	2803	1998	33	0
3915	2803	638	33	0
3916	2803	620	55	0
3917	2803	2123	44	0
3918	2804	2186	33	0
3919	2804	2187	33	0
3920	2804	2149	44	0
3921	2804	2183	44	0
3922	2804	2188	88	0
3923	2804	2185	44	0
3924	2805	2185	33	0
3925	2805	2150	33	0
3926	2805	486	33	0
3927	2805	2189	33	0
3928	2805	2186	33	0
3929	2805	2187	33	0
3932	2806	626	44	0
3933	2806	116	44	0
3934	2806	2190	44	0
3935	2807	1485	33	0
3936	2807	1928	66	0
3937	2807	1024	22	0
3938	2808	516	55	0
3939	2808	1277	44	0
3940	2808	2191	44	0
3941	2808	2192	66	0
3942	2808	625	55	0
3943	2809	2193	100	0
3944	2810	1139	44	0
3945	2810	2170	44	0
3946	2811	2194	44	0
3947	2811	1135	44	0
3948	2811	2195	99	0
3949	2811	1136	33	0
3950	2811	2099	99	0
3951	2812	781	44	0
3952	2812	2196	55	0
3953	2812	2197	100	0
3954	2812	2198	66	0
3955	2812	974	44	0
3956	2812	1441	66	0
3957	2812	1444	33	0
3958	2812	2170	33	0
3959	2813	2199	55	0
3960	2813	1277	55	0
3961	2813	2193	99	0
3962	2813	2200	66	0
3963	2813	673	22	0
3964	2813	1099	33	0
3965	2813	2201	22	0
3966	2814	1076	77	0
3967	2814	227	55	0
3968	2814	2202	55	0
3969	2814	940	22	0
3970	2814	2203	33	0
3971	2814	2204	45	0
3973	2815	2190	55	0
3974	2816	369	22	0
3976	2816	2206	99	0
3977	2816	2207	33	0
3978	2816	2208	33	0
3979	2817	2209	99	0
3980	2817	1958	44	0
3981	2817	1589	33	0
3982	2818	486	44	0
3983	2818	1589	44	0
3984	2818	973	11	0
3985	2818	2209	55	0
3986	2818	752	22	0
3987	2818	2210	33	0
3988	2819	486	22	0
3989	2819	1589	77	0
3990	2819	1024	33	0
3991	2819	2211	55	0
3992	2819	2212	44	0
3993	2819	466	22	0
3994	2819	74	44	0
3995	2819	2213	44	0
3996	2819	2214	22	0
3998	2820	1879	22	0
3999	2820	680	22	0
4000	2820	486	55	0
4001	2821	2215	55	0
4002	2821	1493	55	0
4004	2821	2216	33	0
4005	2821	1076	55	0
4006	2821	369	33	0
4007	2821	1514	55	0
4008	2812	2217	100	0
4009	2812	2218	100	0
4010	2469	944	33	0
4011	2469	2219	33	0
4012	2469	1450	22	0
4013	3925	498	44	0
4014	3925	500	44	0
4015	2376	894	22	0
4016	2376	895	33	0
4017	2376	783	33	0
4018	2376	1755	33	0
4019	2375	2116	11	0
4020	2375	2220	22	0
4021	2375	2221	11	0
4022	2375	31	22	0
4023	2375	581	33	0
4024	2375	2222	22	0
4025	2409	639	44	0
4026	2409	973	44	0
4027	2409	2223	55	0
4028	2409	2224	33	0
4029	2409	843	88	0
4030	2473	2134	55	0
4031	2464	120	33	0
4032	2464	2225	33	0
4033	2464	2226	33	0
4034	2464	2227	22	0
4035	2464	122	33	0
4036	2483	2208	44	0
4037	2421	497	33	0
4038	2378	2228	44	0
4039	2479	973	33	0
4040	2479	1097	33	0
4041	2479	849	33	0
4042	2372	1024	44	0
4043	2372	214	55	0
4044	2372	369	44	0
4045	2372	334	44	0
4046	2428	1411	33	0
4047	2428	111	22	0
4048	2428	849	33	0
4049	2391	2229	22	0
4051	2454	527	2	0
4052	2435	31	33	0
4053	2435	1166	33	0
4054	2435	2230	33	0
4055	2457	2157	33	0
4056	2457	2156	22	0
4057	2457	2160	33	0
4058	2457	2231	33	0
4059	2424	1523	55	0
4060	2424	626	44	0
4061	2424	2216	22	0
4062	2424	1577	33	0
4063	2424	910	33	0
4064	2406	31	33	0
4065	2406	2232	33	0
4066	2452	201	11	0
4067	2455	2233	33	0
4068	2455	1958	33	0
4069	2455	854	33	0
4070	2455	855	33	0
4071	2455	856	33	0
4072	2455	41	33	0
4073	2455	775	22	0
4074	2449	2234	22	0
4075	2449	1577	22	0
4076	2449	910	22	0
4077	2383	5	22	0
4078	2474	395	22	0
4079	2474	2235	33	0
4080	2474	310	22	0
4081	2440	131	99	0
4082	2440	1607	22	0
4083	2440	1076	22	0
4084	2461	2236	22	0
4085	2461	1285	33	0
4086	2822	368	55	0
4087	2822	952	44	0
4088	2822	953	44	0
4089	2822	2237	44	0
4090	2822	479	22	0
4091	2822	694	44	0
4092	2822	940	22	0
4093	2823	214	88	0
4094	2823	1755	55	0
4095	2823	1214	55	0
4096	2824	2103	100	0
4097	2824	1910	100	0
4098	2335	1674	88	0
4099	2335	2238	99	0
4100	2237	2239	99	0
4101	2237	2240	99	0
4102	2298	2241	99	0
4103	2298	2242	99	0
4104	2257	2243	99	0
4105	2257	2244	99	0
4106	1933	2245	100	0
4107	1933	276	100	0
4108	2200	2246	99	0
4109	2200	2247	88	0
4110	2141	2248	55	0
4111	2141	1630	99	0
4112	2058	2249	99	0
4113	2058	1690	99	0
4114	164	2250	100	0
4115	164	2251	66	0
4116	164	1310	44	0
4117	164	1084	33	0
4118	164	406	45	0
4120	2825	2149	55	0
4121	2825	82	77	0
4122	2825	2252	33	0
4123	2826	587	100	0
4124	2826	2253	66	0
4125	2826	2254	55	0
4126	2826	368	33	0
4127	2827	1878	44	0
4128	2827	967	44	0
4129	2827	488	44	0
4130	2827	629	44	0
4132	2828	1145	44	0
4134	2829	2156	44	0
4135	2829	827	44	0
4136	2829	2257	44	0
4137	2829	2258	33	0
4138	2830	1024	22	0
4139	2830	2189	22	0
4140	2830	2259	33	0
4141	2830	2156	33	0
4142	2830	2257	33	0
4143	2831	222	99	0
4144	2831	1024	33	0
4145	2831	1163	33	0
4146	2831	2260	55	0
4147	2832	488	55	0
4148	2832	1024	44	0
4149	2832	2150	44	0
4150	2832	482	44	0
4151	2832	748	44	0
4152	2832	749	44	0
4153	2832	486	33	0
4154	2833	773	33	0
4155	2833	2261	44	0
4156	2833	395	44	0
4157	2833	2262	33	0
4158	2834	2263	33	0
4159	2834	2264	33	0
4160	2834	2265	33	0
4161	2834	1024	44	0
4162	2834	2266	44	0
4163	2834	754	44	0
4164	2834	2267	44	0
4165	2834	2268	55	0
4166	2835	2269	66	0
4167	2835	2270	55	0
4168	2835	2271	44	0
4169	2835	2272	22	0
4170	2835	973	33	0
4171	2836	894	44	0
4172	2836	895	44	0
4173	2836	2273	88	0
4174	2836	900	44	0
4175	2836	897	44	0
4176	2836	2274	33	0
4177	2836	2275	33	0
4178	2836	899	44	0
4179	2836	2276	100	0
4180	2836	1755	44	0
4181	2837	673	44	0
4182	2837	2277	44	0
4183	2837	2278	88	0
4184	2837	2193	66	0
4185	2838	2279	33	0
4186	2838	673	44	0
4187	2838	1277	44	0
4188	2838	749	22	0
4189	2838	748	22	0
4190	2838	2280	44	0
4191	2838	2281	55	0
4192	2838	2282	44	0
4193	2838	2283	77	0
4194	2839	673	50	0
4195	2839	1742	44	0
4196	2839	2284	33	0
4197	2839	517	33	0
4198	2839	2285	44	0
4199	2839	2286	99	0
4200	2839	2287	33	0
4201	2839	2288	55	0
4202	2839	189	33	0
4203	2840	1441	55	0
4204	2840	2289	44	0
4205	2840	781	44	0
4206	487	2290	100	0
4207	2841	133	99	0
4208	2841	973	22	0
4209	2841	431	66	0
4210	2841	1000	77	0
4211	2842	127	44	0
4212	2842	1214	44	0
4213	2842	626	44	0
4214	2842	1995	66	0
4215	2842	1878	22	0
4216	2843	1995	77	0
4217	2843	1011	33	0
4218	2843	2291	44	0
4219	2843	915	44	0
4220	2843	626	22	0
4221	2844	2190	99	0
4224	2844	2292	44	0
4225	2845	115	55	0
4227	2845	117	66	0
4228	2845	2293	44	0
4229	2845	2294	88	0
4230	2845	2295	77	0
4231	2845	2296	44	0
4232	2845	1008	11	0
4234	2846	734	44	0
4236	2846	2297	99	0
4237	2846	2298	44	0
4238	2847	2296	44	0
4239	2847	2299	55	0
4240	2847	116	55	0
4241	2848	231	44	0
4242	2848	1158	44	0
4243	2848	440	55	0
4244	2848	656	44	0
4245	2848	608	22	0
4246	2848	168	44	0
4247	2849	2300	22	0
4248	2849	18	22	0
4249	2849	369	22	0
4250	2850	2301	55	0
4251	2850	2302	44	0
4252	2850	2303	22	0
4253	2851	1088	66	0
4254	2851	1087	44	0
4255	2851	1268	22	0
4257	242	2305	88	0
4258	242	880	22	0
4259	243	2306	44	0
4260	243	214	22	0
4261	244	1216	22	0
4262	245	214	22	0
4263	219	2307	33	0
4264	220	222	22	0
4265	220	2308	22	0
4266	220	352	22	0
4267	221	1409	33	0
4268	222	2309	22	0
4269	223	214	5	0
4270	223	2310	77	0
4271	224	2311	88	0
4272	224	418	33	0
4273	225	2312	88	0
4274	225	120	33	0
4275	226	2313	88	0
4276	226	452	44	0
4277	227	2314	54	0
4278	227	2315	44	0
4279	183	2316	66	0
4280	184	2317	44	0
4281	185	1447	44	0
4282	186	415	33	0
4283	186	411	33	0
4284	187	352	22	0
4285	187	973	11	0
4286	188	626	1	0
4287	189	1216	1	0
4288	190	1866	3	0
4289	190	2318	11	0
4290	2465	2229	22	0
4291	2465	2319	11	0
4292	2437	2320	33	0
4293	2437	1490	22	0
4294	2415	2232	33	0
4295	2415	1711	33	0
4296	2417	419	33	0
4297	2417	421	22	0
4298	2425	1252	22	0
4299	2482	777	11	0
4300	2482	2321	33	0
4301	2482	2322	66	0
4302	2482	2323	77	0
4303	2460	2324	22	0
4304	2404	972	1	0
4305	2438	270	22	0
4307	2373	2325	22	0
4308	2379	1166	22	0
4309	2379	2326	33	0
4310	2422	1134	22	0
4311	2422	2327	33	0
4312	2422	2328	44	0
4313	2484	2099	33	0
4315	2486	527	44	0
4316	2486	486	33	0
4317	2418	203	22	0
4318	2418	305	33	0
4319	2820	1156	33	0
4320	2820	1157	33	0
4321	2820	2329	77	0
4322	2832	1008	22	0
4323	2832	1145	11	0
4324	2832	754	22	0
4325	2832	483	44	0
4326	2852	283	99	0
4327	2852	2330	99	0
4328	2852	2331	88	0
4329	2852	752	55	0
4330	2852	2332	77	0
4331	2853	1086	100	0
4332	2853	632	22	0
4333	2854	1088	99	0
4334	2854	1087	88	0
4335	2854	2304	55	0
4336	2854	1268	22	0
4337	2854	2333	33	0
4338	2854	2334	66	0
4339	2854	1089	4	0
4340	2855	2335	99	0
4341	2855	2336	33	0
4342	2855	755	55	0
4343	2855	1083	44	0
4344	2855	2337	44	0
4345	2855	582	88	0
4346	2856	1090	99	0
4347	2856	2338	44	0
4348	2856	395	22	0
4349	2856	122	77	0
4350	2857	2339	44	0
4351	2857	1160	66	0
4352	2857	2071	44	0
4353	2857	2340	33	0
4354	2857	2341	33	0
4355	2857	2342	33	0
4356	2857	2343	55	0
4357	2857	1115	22	0
4358	2857	2344	33	0
